precinct,lat,lng,station,marz,community,source,fetched_at
33/39,40.52606,43.908319,"Սառնաղբյուրի միջնակարգ դպրոց, 5-րդ փողոց 6 շենք",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/40,40.52606,43.908319,"Սառնաղբյուրի մանկապարտեզ, 1-ին փողոց նրբանցք 8 շենք 9",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/41,40.507933,43.863644,"Լանջիկի միջնակարգ դպրոց, 1 փողոց 12 շենք",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/42,40.543216,43.83149,"Քարաբերդի միջնակարգ դպրոց, 1-ին փողոց շենք 13",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/43,40.509686,43.819978,"Ձիթհանքովի միջնակարգ դպրոց, 3-րդ փողոց շենք 26/1",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/44,40.664964,43.794889,Գուսանագյուղի միջնակարգ դպրոց 1-ին փողոց շենք 8,Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/45,40.652052,43.750905,"Շիրակավանի միջնակարգ դպրոց, 4-րդ փողոց շենք 31",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/46,40.636564,43.746947,"Լուսաղբյուրի միջնակարգ դպրոց, 4-րդ փողոց շենք 17",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/47,40.61687,43.730993,"Իսահակյանի միջնակարգ դպրոց, 5-րդ փողոց շենք 6",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/48,40.591803,43.700834,"Աղինի միջնակարգ դպրոց, 5-րդ փողոց  շենք 25",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/49,40.554059,43.725521,"Սարակապի միջնակարգ դպրոց, 1-ին փողոց շենք 15",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/50,40.555065,43.678035,"Ջրափիի միջնակարգ դպրոց, 7-րդ փողոց 19 շենք",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/51,40.53138,43.661792,"Հայկաձորի միջնակարգ դպրոց, 4 փողոց 1 շենք",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/52,40.480764,43.672028,"Բագրավանի միջնակարգ դպրոց, 6-րդ փողոց շենք 8",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/53,40.465245,43.643266,"Անիավանի միջնակարգ դպրոց, 1-ին փողոց շենք 5/1",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/54,40.441801,43.599823,"Անիպեմզայի միջնակարգ դպրոց, 1-ին փողոց 1-ին նրբանցք շենք 6",Շիրակ,Անի,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
33/55,40.61858875645056,44.00016332800293,«Արթիկ» քրեակատարողական հիմնարկ,Շիրակ,Արթիկ,elections.am/AccessibilityMap,2026-06-02T09:44:57.202Z
34/1,39.499984292553066,46.34455832897659,"Գորիսի N 2 հիմնական դպրոցի շենք,  ք. Գորիս, Քրիստափորի փող., շ. 34",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/2,39.505696316333406,46.34324967145248,"թրվ 2 նախադպրոցական ուսումնական հաստատության շենք,  ք. Գորիս, Կոմիտասի փող., շ. 9",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/3,39.50601087791666,46.34367859869273,"Վ. Վաղարշյանի անվան դրամատիկական թատրոնի շենք, ք. Գորիս, Մաշտոցի փող., շ. 7",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/4,39.507964439025116,46.34527569684782,"Գորիսի երաժշտական դպրոցի շենք,  ք. Գորիս, Օրբելյանների փող., շ. 20",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/5,39.510381480989906,46.344149594047416,"թիվ 3 նախադպրոցական ուսումնական հաստատության շենք,  ք. Գորիս, Գետափնյա փող., շ. 17",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/6,39.51860872644045,46.344396222926406,"թիվ 5 նախադպրոցական ուսումնական հաստատության շենք, ք. Գորիս, Արզումանյան փող., շ. 5",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/7,39.512690836373146,46.33877698064552,"Ակսել Բակունցի անվան N 1 միջնակարգ դպրոցի շենք, ք. Գորիս, Անկախության փող., շ. 64/1",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/8,39.521190920473984,46.32971228220078,"թիվ 6 նախադպրոցական ուսումնական հաստատության շենք,  ք. Գորիս, Սյունիքի փող., շ. 181/1",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/9,39.519800520230945,46.33359400963435,"Շառլ Ազնավուրի անվան արվեստի դպրոցի շենք, ք. Գորիս, Ավանգարդ փող., շ. 3/1",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/10,39.533550189487165,46.31526922756163,"Մշակույթի տան շենք, գ. Վերիշեն, փ. 1, շ. 93",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/11,39.533392971222405,46.30372488343319,"  Դպրոցի շենք,  գ. Ակներ,  փ. 4, շ. 13",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/12,39.477908,46.35915,"Մշակույթի տան շենք, գ. Քարահունջ, փ. 10, շ. 16",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/13,39.508066,46.434692,"Մշակույթր տան շենք, գ. Խնձորեսկ, փ. 37, շ. 60",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/14,39.492995,46.505695,"Դպրոցի շենք, գ. Ներքին Խնձորեսկ, Կենտրոնական փողոց, 3-րդ թաղամաս, շ.1",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/15,39.485121,46.376252,"Դպրոցի շենք, գ. Հարթաշեն. փ. 4, շ. 6",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/16,40.182659,44.515209,"Դպրոցի շենք, գ. Որոտան, փ.2, շ.7",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/17,39.35973,46.397745,"Դպրոցի շենք, գ. Շուռնուխ, փ.3, շ.1",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/18,39.400034,46.327999,"Նախկին ակումբի շենք, գ. Բարձրավան, փ.2, շ.7",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/19,39.52391444,46.024076,"«Սիսիանի թիվ 5 հիմնական դպրոց» ՊՈԱԿ-ի շենք, ք. Սիսիան, Նար-Դոսի 1",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/20,39.517607272791764,46.020882379786286,"«Սիսիան համայնքի թիվ 3 նախադպրոցական ուսումնական հաստատություն» ՀՈԱԿ-ի շենք, ք. Սիսիան, Շիրվանզադե 4ա ",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/21,39.52391444,46.024076,"«Ա. Մինասյանի անվան արվեստի և ստեղծագործության կենտրոն» ՀՈԱԿ-ի շենք, ք. Սիսիան, Չարենցի 5",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/22,39.52391444,46.024076,"«Համո Սահյանի անվան Սիսիանի քաղաքային մշակույթի կենտրոն» ՀՈԱԿ-ի շենք, ք. Սիսիան, Սիսական 44ա",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/23,39.52292060573328,46.03177942798292,"«Սիսիանի թիվ 4 հիմնական դպրոց» ՊՈԱԿ-ի շենք, ք. Սիսիան, Շահումյան 61",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/24,39.52391444,46.024076,"«Սիսիան համայնքի թիվ 2 նախադպրոցական ուսումնական հաստատություն» ՀՈԱԿ-ի շենք, ք. Սիսիան, Սպանդարյան 82",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/25,39.52391444,46.024076,"«Սիսիանի թիվ 1 հիմնական դպրոց» ՊՈԱԿ-ի շենք, ք. Սիսիան, Կամոյի 3",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/26,39.375908,46.024775,"Փոստի շենք, Դաստակերտ բնակավայր, Ա. Ավետյան 5",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/27,39.57371,45.940017,"Մշակույթի տան շենք, Անգեղակոթ բնակավայր, 3-րդ փողոց, շենք 25",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/28,39.444609,46.033358,"Վարչական ղեկավարի նստավայր, Ախլաթյան բնակավայր, 3-րդ փողոց, շենք 1",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/29,39.519116,46.079878,"Դպրոցի շենք, Աղիտու բնակավայր, 2-րդ փողոց, շենք 1",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/30,39.476832,45.996237,"Վարչական ղեկավարի նստավայր, Աշոտավան բնակավայր, 1-ին փողոց, շենք 20",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/31,39.402475,45.902724,"Դպրոցի շենք, Արևիս բնակավայր, 1-ին փողոց, շենք 12",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/32,39.556792,45.930968,"Դպրոցի շենք, Բալաք բնակավայր, 4-րդ փողոց, շենք 10",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/33,39.445132,46.009004,"Ակումբի շենք, Բնունիս բնակավայր, 4-րդ փողոց, շենք 2",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/34,39.494669,45.978648,"Մշակույթի տան շենք, Բռնակոթ բնակավայր, Երիտասարդների 5",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/35,39.425618,46.12671,"Ակումբի շենք, Գետաթաղ բնակավայր, 1-ին փողոց, շենք 21",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/36,39.436854,46.121678,"Դպրոցի շենք, Շամբ բնակավայր, 3-րդ փողոց, շենք 21",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/37,39.436854,46.121678,"Մանկապարտեզի շենք, Դարբաս բնակավայր, 1-ին փողոց, շենք 29",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/38,39.430192,45.929718,"Արծրուն Ղուկասյանի բնակարան, Թանահատ բնակավայր, 2-րդ փողոց, տուն 3",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/39,39.451403,45.962162,"Ակումբի շենք, Թասիկ բնակավայր, 6-րդ փողոց, շենք 6",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/40,39.446384,46.158564,"Դպրոցի շենք, Լծեն բնակավայր, 3-րդ փողոց, շենք 21",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/41,39.416683,46.127858,"Ակումբի շենք, Լոր բնակավայր, 6-րդ փողոց, շենք 1",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/42,39.464326,45.967183,"Ակումբի շենք, Հացավան բնակավայր, 1-ին փողոց, շենք 14",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/43,39.566922,46.039446,"Դպրոցի շենք, Իշխանասար բնակավայր, 9-րդ փողոց, շենք 3",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/44,39.535407,45.905063,"Ակումբի շենք, Մուցք բնակավայր, 1-ին փողոց, շենք 121",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/45,39.521189,46.091745,"Դպրոցի շենք, Նորավան բնակավայր, Կենտրոնական փողոց, շենք 6",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/46,39.568575,45.907562,"Ակումբի շենք, Շաղատ բնակավայր, 1-ին փողոց, շենք 5",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/47,39.56004,45.997964,"Մշակույթի տան շենք, Շաքի բնակավայր, 1-ին փողոց, շենք 2",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/48,39.377732,46.132579,"Ակումբի շենք, Շենաթաղ բնակավայր, 1-ին փողոց, շենք 10/ա",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/49,39.486008,46.14069,"Ակումբի շենք, Որոտնավան բնակավայր, Հրապարակի 1",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/50,39.465581,45.918001,"Կենցաղի տան շենք, Սալվարդ բնակավայր, 3-րդ փողոց, շենք 14",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/51,39.36982,45.991248,"Դպրոցի շենք, Նժդեհ բնակավայր, 1-ին փողոց, շենք 25",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/52,39.501953,46.114447,"Ակումբի շենք, Վաղատին բնակավայր, 8-րդ փողոց, շենք 37",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/53,39.475723,46.0317,"Դպրոցի շենք, Տոլորս բնակավայր, 7-րդ փողոց, շենք 97",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/54,39.414761,46.021471,"Երիտասարդական միության շենք, Տորունիք բնակավայր, 1-ին փողոց, շենք 3",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/55,39.506804,46.046759,"Ակումբի շենք, Ույծ բնակավայր, 1-ին փողոց, շենք32",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/56,39.683303,45.762337,"Երիտասարդական ակումբի շենք, Գորայք բնակավայր, Աբգարյան փողոց, շենք 10",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/57,39.66668,45.852513,"Հանդիսությունների տան շենք, Ծղուկ բնակավայր, 1-ին փողոց, շենք 10",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/58,39.644989,45.886373,"Հանդիսությունների տան շենք, Սառնակունք բնակավայր, 2-րդ փողոց, շենք 1",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/59,39.624423,45.903539,"Հանդիսությունների տան շենք, Սպանդարյան բնակավայր, 1-ին փողոց, շենք 14",Սյունիք,Սիսիան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/60,39.437921,46.314627,"Կենտրոնական փողոց, փակուղի, շենք 6, Շինուհայրի միջնակարգ դպրոց հասցեում",Սյունիք,Տաթև,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/61,39.384708,46.241326,"Գյուղ Տաթև, փողոց 1 շենք 20, Տաթև գյուղի մշակույթի տուն հասցեում",Սյունիք,Տաթև,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/62,39.445687,46.336641,"Գյուղ Խոտ, փողոց 3, շենք 30, Խոտ գյուղի մշակույթի տուն հասցեում",Սյունիք,Տաթև,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/63,39.435131,46.227068,"Գյուղ Հարժիս, փողոց 5, շենք 14, Հարժիս գյուղի մշակույթի տուն հասցեում",Սյունիք,Տաթև,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/64,39.412307,46.293613,"Գյուղ Հալիձոր, փողոց 1, շենք 8, Հալիձոր գյուղի միջնակարգ դպրոց հասցեում",Սյունիք,Տաթև,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/65,39.371081,46.22166,"Գյուղ Սվարանց, փողոց 1, շենք 18, Սվարանց գյուղի Վարչական կենտրոնի շենք հասցեում",Սյունիք,Տաթև,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/66,39.374473,46.257763,"Գյուղ Տանձատափ, փողոց 2, շենք 43, Տանձատափ գյուղի մշակույթի տուն հասցեում",Սյունիք,Տաթև,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/67,39.346984,46.275986,"Գյուղ Քաշունի, փողոց 2, շենք 2, Քաշունի գյուղի ակումբ հասցեում",Սյունիք,Տաթև,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/68,39.559857,46.471545,"Տեղ գյուղի մշակույթի տան շենք, հասցեն գ. Տեղ, 34-րդ փողոց թիվ 4",Սյունիք,Տեղ,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/69,39.54919,46.531133,"Կոռնիձոր գյուղի դպրոցի շենք, հասցեն գ. Կոռնիձոր, 4-րդ փողոց թիվ 29/1",Սյունիք,Տեղ,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/70,39.608111,46.394072,"Խնածախ գյուղի դպրոցի շենք, հասցեն գ. Խնածախ, 6-րդ փողոց թիվ 4",Սյունիք,Տեղ,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/71,39.541297,46.419403,"Քարաշեն գյուղի մշակույթի տան շենք, հասցեն գ. Քարաշեն, 3-րդ փողոց թիվ 1",Սյունիք,Տեղ,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/72,39.62301,46.351189,"Խոզնավար գյուղի մշակույթի տան շենք, հասցեն գ. Խոզնավար, 3-րդ փողոց թիվ 5",Սյունիք,Տեղ,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/73,39.606245,46.365646,"Վաղատուր գյուղի ակումբի շենք, հասցեն գ. Վաղատուր, 2-րդ փողոց թիվ 37 ",Սյունիք,Տեղ,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/74,39.56799,46.467595,"Արավուս գյուղի դպրոցի շենք, հասցեն գ. Արավուս, 8-րդ փողոց թիվ 30",Սյունիք,Տեղ,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
34/75,39.5050967,46.3434491,"«Գորիս» քրեակատարողական հիմնարկի վարչական շենք, ք. Գորիս Նարեկացու 5",Սյունիք,Գորիս,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/1,39.2016557670397,46.4164732345193,"«Կապանի թիվ 4 ՆՈՒՀ ՀՈԱԿ                   Շահումյան փողոց, շենք 42",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/2,39.20393378155883,46.41085073492759,"«Կապանի թիվ 1 ՆՈՒՀ ՀՈԱԿ Շահումյան փողոց, շենք 20/1",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/3,39.20527228847912,46.40908095405866,"«Կապանի թիվ 7 հիմնական դպրոց ՊՈԱԿ Շահումյան փողոց, շենք 12/5",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/4,39.20905488752549,46.40937672912266,"Հասարակական տարածք                             Դավիթ-Բեկ թաղամաս, շենք 8/104",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/5,39.20548012888075,46.412538806099796,"«Կապանի թիվ 3 հատուկ կրթահամալիր ՊՈԱԿ Սպանդարյան փողոց, շենք 4",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/6,39.2127541554703,46.40360851285407,"«Կապանի թիվ 1 հիմնական դպրոց ՊՈԱԿ Լեռնագործների փողոց, շենք 16",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/7,39.225105804597476,46.396109415629994,"«Երևանի բժշկահոգեբանամանկավարժական գնահատման կենտրոն ՊՈԱԿ-ի Կապանի մասնաճյուղ  Լենհանքեր, շենք 5",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/8,39.20741857500808,46.40388898599746,"«Կապանի Արվեստի պետական քոլեջ ՊՈԱԿ       Ռ. Մելիքյան փողոց, շենք 2",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/9,39.20454484223018,46.40309520398994,"«Սոնատեքս ՓԲԸ                                                           Մ. Ստեփանյան փողոց, շենք 3/5",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/10,39.20247053984285,46.399313049367606,"«Կապանի թիվ 7 ՆՈՒՀ ՀՈԱԿ                           Գ.Նժդեհի  փողոց, շենք 26",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/11,39.199444193222405,46.39228064006104,"«Կապանի թիվ 10 միջնակարգ դպրոց ՊՈԱԿ   Շինարարների փողոց, շենք 19",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/12,39.203867271233,46.39588566332743,"Ակումբ-գրադարան Շինարարների փողոց, շենք 8",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/13,39.208097,46.402332,"«Կապանի բռնցքամարտի մասնագիտացված դպրոց ՀՈԱԿ Ա. Մանուկյան 1-ին նրբ., շենք 1/2",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/14,39.207404701784064,46.39349897164322,"«Կապանի թիվ 9 ավագ դպրոց ՊՈԱԿ  Հ.Ավետիսյան փողոց, շենք 14",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/15,39.208315010552326,46.391228848091046,"«Կապանի թիվ 6 ՆՈՒՀ ՀՈԱԿ Մ. Պապյան փողոց, շենք 14",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/16,39.21312407154687,46.37675169862022,"«Կապանի թիվ 13 հիմնական դպրոց ՊՈԱԿ Ձորք թաղամաս, շենք 3",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/17,39.216045924426346,46.37017266420704,"«Կապանի թիվ 13 ՆՈՒՀ ՀՈԱԿ-ի շենքի բարեգործական ճաշարան Ձորք թաղամաս, շենք 20",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/18,39.218872067570985,46.359419351705,"«Կապանի թիվ 12 ՆՈՒՀ ՀՈԱԿ Հալիձոր թաղամաս, շենք 8",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/19,39.21715977089548,46.365577009916606,"«Կապանի թիվ 5 հիմնական դպրոց ՊՈԱԿ Բաղաբերդ թաղամաս, շենք 27",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/20,39.21563861794705,46.37179554666425,"«Կապանի թիվ 5 ՆՈՒՀ ՀՈԱԿ Բաղաբերդ թաղամաս, շենք 17/57",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/21,39.208097,46.402332,"«Կապանի թիվ 2 ՆՈՒՀ ՀՈԱԿ Բաղաբերդ թաղամաս, շենք 11",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/22,39.264008,46.475215,"Մանկապարտեզի շենք Վ. Սահակյան փողոց, շենք 21",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/23,39.208531,46.541636,"Մշակույթի տան շենք 5-րդ փողոց, շենք 1",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/24,39.306467,46.338851,"Հանդիսությունների սրահ 1-ին փողոց, շենք 16",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/25,39.262016,46.371031,"Հանդիսությունների սրահ 2-րդ փողոց, շենք 53",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/26,39.354709,46.304324,"Ակումբի շենք 2-րդ փողոց, շենք 5",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/27,39.17401,46.419782,"Ակումբի շենք Կենտրոնական փողոց, շենք 20ա",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/28,39.322893,46.490063,"Կենցաղի շենք 1-ին փողոց, շենք 55",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/29,39.298537,46.358849,"Ակումբի շենք 2-րդ փողոց, շենք 25",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/30,39.224831,46.52769,"Եղվարդի միջնակարգ դպրոց ՊՈԱԿ  2-րդ փողոց, շենք 8  ",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/31,39.22108302965423,46.52855302804334,"Ակումբի շենք,  1-ին փողոց, շենք 5",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/32,39.27067006519746,46.44340922635687,"Ակումբի շենք 2-րդ նրբանցք, շենք 2  ",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/33,39.279715,46.510063,"Ակումբի շենք 1-ին փողոց, շենք 45",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/34,39.236874,46.540691,"Ակումբի շենք 1-ին փողոց, շենք 41",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/35,39.243329,46.503217,"Վարչական կենտրոնի շենք 1-ին թաղամաս, շենք 5",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/36,39.078383,46.499586,"Վարչական շենք 1-ին փողոց, շենք 6",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/37,39.203701,46.473251,"Մանկապարտեզի շենք Վերին թաղ, շենք 20",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/38,39.097419,46.47353,"Ակումբի շենք 2-րդ փողոց, շենք 18",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/39,39.052717,46.456225,"Հանդիսությունների սրահ Ներքին Շիշկերտ, 3-րդ փողոց, շենք 50",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
35/40,39.057921,46.524546,"«Ներքին Հանդի միջնակարգ դպրոց ՊՈԱԿ  1-ին փողոց, շենք 10/1",Սյունիք,Կապան,elections.am/AccessibilityMap,2026-06-02T09:44:57.203Z
