precinct,lat,lng,station,marz,community,source,saved_at
31/38,40.812362588545696,43.84318105018055,Թիվ 19 հիմնական դպրոց Վ.Սարգսյան 13,Շիրակ,Գյումրի,cec-register,2026-06-02T17:52:50.150Z
31/42,40.7851283,43.8426574,Թիվ 7 հիմնական դպրոց Ալ.Մանուկյան 4,Շիրակ,Գյումրի,cec-register,2026-06-02T16:49:13.285Z
31/44,40.78821758671497,43.84127339452314,«Ստ. Ալիխանյանի անվան տիկնիկային  թատրոն »Աբովյան 133/6,Շիրակ,Գյումրի,cec-register,2026-06-02T18:23:54.668Z
31/47,40.77963089662874,43.841862542488805,«Զանգակ-մսուր մանկապարտեզ »  Շահումյան  214/12,Շիրակ,Գյումրի,cec-register,2026-06-02T18:52:36.841Z
31/49,40.77645020886437,43.847174128222484,«Սուրբ Մարիամ-մսուր  մանկապարտեզ» Շահումյան 296,Շիրակ,Գյումրի,cec-register,2026-06-02T18:52:36.840Z
31/51,40.763010833153835,43.835785570130994,Թիվ 8 հիմնական դպրոց Լիսինյան 6,Շիրակ,Գյումրի,cec-register,2026-06-02T18:23:54.668Z
31/52,40.7821655885594,43.852098240868,«Թոռնիկ Մանուշակ-մսուր  մանկապարտեզ» Ս.Մատնիշյան 117,Շիրակ,Գյումրի,cec-register,2026-06-02T17:52:50.151Z
31/53,40.7864142301842,43.851717985082026,Մասնավոր շենք Ս. Մատնիշյան  5/1,Շիրակ,Գյումրի,cec-register,2026-06-02T18:52:36.840Z
31/55,40.7891720461405,43.852151572907985,Ա.Տիգրանյանի անվան թիվ 3 երաժշտական դպրոց Ղանդիլյան 1 փկղ.1,Շիրակ,Գյումրի,cec-register,2026-06-02T18:23:54.674Z
31/56,40.79296131777938,43.8569908351932,«Գոհար-մսուր մանկապարտեզ» Ղանդիլյան 14,Շիրակ,Գյումրի,cec-register,2026-06-02T17:52:50.151Z
32/18,40.728071819430035,43.786168716278596,«Գետքի միջնակարգ դպրոց» ՊՈԱԿ Գետքի խճուղի 1/2:,Շիրակ,Ախուրյան,cec-register,2026-06-02T17:52:50.151Z
32/19,40.7033831339324,43.77579279942736,"«Երազգավորսի միջնակարգ դպրոց» ՊՈԱԿ 4-րդ փ., 50 շենք:",Շիրակ,Ախուրյան,cec-register,2026-06-02T18:52:36.841Z
32/20,40.74067285500732,43.79961334345987,«Ղարիբջանյանի միջնակարգ դպրոց» ՊՈԱԿ Գյումրի-Արմավիր մայրուղի 7 շենք:,Շիրակ,Ախուրյան,cec-register,2026-06-02T18:23:54.673Z
32/24,40.796206826559235,43.85354304569565,Գրիգոր Լուսավորչի անվ. թիվ 31  հիմնական դպրոց Խրիմյան Հայրիկ 1 թաղ.:,Շիրակ,Գյումրի,cec-register,2026-06-02T18:23:54.667Z
32/27,40.79988199315041,43.86058107715357,«Գյումրու ժող. Գործիքների նվագախումբ» Խրիմյան Հայրիկ փ. 19:,Շիրակ,Գյումրի,cec-register,2026-06-02T18:09:24.207Z
32/28,40.787393719815,43.85967947517916,"Երկ/գծի կայարանի վարչական շենք -1, Ղանդիլյանի անվան հրապարակ:",Շիրակ,Գյումրի,cec-register,2026-06-02T18:09:24.207Z
32/31,40.78756836877444,43.86356829713442,Թիվ 27 միջնակարգ դպրոց Գարեգին Ա 6/16:,Շիրակ,Գյումրի,cec-register,2026-06-02T18:09:24.207Z
32/32,40.787487136757406,43.86364301924141,Թիվ 27 միջնակարգ դպրոց Գարեգին Ա 6/16:,Շիրակ,Գյումրի,cec-register,2026-06-02T18:09:24.206Z
32/34,40.78541974847964,43.852023996875445,Թիվ 25 հիմնական դպրոց Պուշկինի փ. 101:,Շիրակ,Գյումրի,cec-register,2026-06-02T18:52:36.841Z
32/39,40.77752327640072,43.857747845993366,«Արևիկ»  մանկապարտեզ Լազոյի փ.4/1:,Շիրակ,Գյումրի,cec-register,2026-06-02T17:17:00.095Z
32/40,40.77054402842647,43.85261991339026,«Բռնցքամարտի մանկապատանեկան մարզադպրոց»  Փանյան փ.1/2:,Շիրակ,Գյումրի,cec-register,2026-06-02T18:52:36.841Z
32/42,40.77133217580265,43.84835323515434,Թիվ 28 հիմնական Երևանյան խճուղի 91:,Շիրակ,Գյումրի,cec-register,2026-06-02T18:09:24.207Z
32/43,40.765835262490214,43.846670887581766,"Թիվ 45 միջնակարգ դպրոց Այգաբաց 3-րդ շարք, 36:",Շիրակ,Գյումրի,cec-register,2026-06-02T18:58:59.395Z
32/44,40.7494271369809,43.8520448924695,Մասնավոր շենք Արևելյան 4/3,Շիրակ,Գյումրի,cec-register,2026-06-02T16:49:13.285Z
33/4,40.61713275246222,43.97002080929058,"«Տիգրան Մանսուրյանի անվան մշակույթի կենտրոն» ՀՈԱԿ, Անկախության փողոց  շենք 28",Շիրակ,Արթիկ,cec-register,2026-06-02T17:52:50.151Z
33/6,40.612576023913725,43.95269356906004,"«Արթիկի թիվ 8 հիմնական դպրոց» ՊՈԱԿ, Թամանյան փողոց  շենք 10",Շիրակ,Արթիկ,cec-register,2026-06-02T17:00:40.276Z
33/8,40.62418916375189,43.966555655718544,"«Արթիկի թիվ  5 հիմնական դպրոց» ՊՈԱԿ, Շինարարների փողոց  շենք 11",Շիրակ,Արթիկ,cec-register,2026-06-02T18:23:54.673Z
33/9,40.621078408408444,43.95833683263728,"«Արթիկի թիվ 1 հիմնական դպրոց» ՊՈԱԿ, Թումանյան փողոց  շենք 34",Շիրակ,Արթիկ,cec-register,2026-06-02T17:52:50.150Z
33/10,40.60758321924833,44.00270924493844,"Մշակույթի տուն, 16-րդ փողոց 5 շենք",Շիրակ,Արթիկ,cec-register,2026-06-02T18:23:54.668Z
33/12,40.62043506658105,44.02040881389188,"Մշակույթի տուն, 1-ին փողոց 37 շենք",Շիրակ,Արթիկ,cec-register,2026-06-02T17:52:50.151Z
33/13,40.64056302874726,44.04339153261522,"«Փոքր Մանթաշի միջնակարգ դպրոց» ՊՈԱԿ, 1-ին փողոց, 38 շենք",Շիրակ,Արթիկ,cec-register,2026-06-02T17:52:50.151Z
33/14,40.64482885625898,44.05632986731157,"«Մեծ Մանթաշի միջնակարգ դպրոց» ՊՈԱԿ, 7-րդ փողոց 1 շենք",Շիրակ,Արթիկ,cec-register,2026-06-02T18:58:59.395Z
33/15,40.65430387930709,44.04439804165861,"Մշակույթի  տուն, 1-ին փողոց 40 շենք",Շիրակ,Արթիկ,cec-register,2026-06-02T16:49:13.286Z
33/16,40.66042448469133,44.01946451180799,"Մշակույթի տուն, 1-ին փողոց 35 շենք",Շիրակ,Արթիկ,cec-register,2026-06-02T18:09:24.207Z
33/17,40.683697189820876,44.024811009144564,"«Գեղանիստի միջնակարգ դպրոց» ՊՈԱԿ, 1-ին փողոց, շենք 6",Շիրակ,Արթիկ,cec-register,2026-06-02T18:23:54.674Z
33/18,40.65895949728763,43.99461971900057,"Մշակույթի տուն, 1-ին փողոց  15 շենք",Շիրակ,Արթիկ,cec-register,2026-06-02T18:52:36.841Z
33/19,40.64815015149402,43.97715203328842,"Մշակույթի տուն, 1-ին փողոց շենք 2",Շիրակ,Արթիկ,cec-register,2026-06-02T18:09:24.206Z
33/42,40.543216,43.83149,"Քարաբերդի միջնակարգ դպրոց, 1-ին փողոց շենք 13",Շիրակ,Անի,cec-register,2026-06-02T18:23:54.674Z
33/44,40.664964,43.794889,Գուսանագյուղի միջնակարգ դպրոց 1-ին փողոց շենք 8,Շիրակ,Անի,cec-register,2026-06-02T17:52:50.151Z
33/45,40.652052,43.750905,"Շիրակավանի միջնակարգ դպրոց, 4-րդ փողոց շենք 31",Շիրակ,Անի,cec-register,2026-06-02T17:05:56.429Z
33/50,40.555065,43.678035,"Ջրափիի միջնակարգ դպրոց, 7-րդ փողոց 19 շենք",Շիրակ,Անի,cec-register,2026-06-02T17:52:50.151Z
33/51,40.53138,43.661792,"Հայկաձորի միջնակարգ դպրոց, 4 փողոց 1 շենք",Շիրակ,Անի,cec-register,2026-06-02T17:17:00.095Z
34/2,39.505696316333406,46.34324967145248,"թրվ 2 նախադպրոցական ուսումնական հաստատության շենք,  ք. Գորիս, Կոմիտասի փող., շ. 9",Սյունիք,Գորիս,cec-register,2026-06-02T18:23:54.666Z
34/5,39.510381480989906,46.344149594047416,"թիվ 3 նախադպրոցական ուսումնական հաստատության շենք,  ք. Գորիս, Գետափնյա փող., շ. 17",Սյունիք,Գորիս,cec-register,2026-06-02T18:09:24.206Z
34/6,39.51860872644045,46.344396222926406,"թիվ 5 նախադպրոցական ուսումնական հաստատության շենք, ք. Գորիս, Արզումանյան փող., շ. 5",Սյունիք,Գորիս,cec-register,2026-06-02T17:35:49.516Z
34/9,39.519800520230945,46.33359400963435,"Շառլ Ազնավուրի անվան արվեստի դպրոցի շենք, ք. Գորիս, Ավանգարդ փող., շ. 3/1",Սյունիք,Գորիս,cec-register,2026-06-02T18:52:36.840Z
34/10,39.533550189487165,46.31526922756163,"Մշակույթի տան շենք, գ. Վերիշեն, փ. 1, շ. 93",Սյունիք,Գորիս,cec-register,2026-06-02T17:12:29.959Z
34/12,39.477908,46.35915,"Մշակույթի տան շենք, գ. Քարահունջ, փ. 10, շ. 16",Սյունիք,Գորիս,cec-register,2026-06-02T18:23:54.674Z
34/15,39.485121,46.376252,"Դպրոցի շենք, գ. Հարթաշեն. փ. 4, շ. 6",Սյունիք,Գորիս,cec-register,2026-06-02T17:52:50.151Z
34/19,39.52391444,46.024076,"«Սիսիանի թիվ 5 հիմնական դպրոց» ՊՈԱԿ-ի շենք, ք. Սիսիան, Նար-Դոսի 1",Սյունիք,Սիսիան,cec-register,2026-06-02T18:09:24.206Z
34/22,39.52391444,46.024076,"«Համո Սահյանի անվան Սիսիանի քաղաքային մշակույթի կենտրոն» ՀՈԱԿ-ի շենք, ք. Սիսիան, Սիսական 44ա",Սյունիք,Սիսիան,cec-register,2026-06-02T18:23:54.673Z
34/23,39.52292060573328,46.03177942798292,"«Սիսիանի թիվ 4 հիմնական դպրոց» ՊՈԱԿ-ի շենք, ք. Սիսիան, Շահումյան 61",Սյունիք,Սիսիան,cec-register,2026-06-02T18:23:54.668Z
34/24,39.52391444,46.024076,"«Սիսիան համայնքի թիվ 2 նախադպրոցական ուսումնական հաստատություն» ՀՈԱԿ-ի շենք, ք. Սիսիան, Սպանդարյան 82",Սյունիք,Սիսիան,cec-register,2026-06-02T18:52:36.841Z
34/27,39.57371,45.940017,"Մշակույթի տան շենք, Անգեղակոթ բնակավայր, 3-րդ փողոց, շենք 25",Սյունիք,Սիսիան,cec-register,2026-06-02T18:23:54.673Z
34/28,39.444609,46.033358,"Վարչական ղեկավարի նստավայր, Ախլաթյան բնակավայր, 3-րդ փողոց, շենք 1",Սյունիք,Սիսիան,cec-register,2026-06-02T18:09:24.206Z
34/31,39.402475,45.902724,"Դպրոցի շենք, Արևիս բնակավայր, 1-ին փողոց, շենք 12",Սյունիք,Սիսիան,cec-register,2026-06-02T17:25:32.312Z
34/34,39.494669,45.978648,"Մշակույթի տան շենք, Բռնակոթ բնակավայր, Երիտասարդների 5",Սյունիք,Սիսիան,cec-register,2026-06-02T18:58:59.395Z
34/37,39.436854,46.121678,"Մանկապարտեզի շենք, Դարբաս բնակավայր, 1-ին փողոց, շենք 29",Սյունիք,Սիսիան,cec-register,2026-06-02T18:23:54.674Z
34/70,39.608111,46.394072,"Խնածախ գյուղի դպրոցի շենք, հասցեն գ. Խնածախ, 6-րդ փողոց թիվ 4",Սյունիք,Տեղ,cec-register,2026-06-02T18:09:24.207Z
34/71,39.541297,46.419403,"Քարաշեն գյուղի մշակույթի տան շենք, հասցեն գ. Քարաշեն, 3-րդ փողոց թիվ 1",Սյունիք,Տեղ,cec-register,2026-06-02T18:09:24.207Z
35/1,39.2016557670397,46.4164732345193,"«Կապանի թիվ 4 ՆՈՒՀ ՀՈԱԿ                   Շահումյան փողոց, շենք 42",Սյունիք,Կապան,cec-register,2026-06-02T18:52:36.840Z
35/2,39.20393378155883,46.41085073492759,"«Կապանի թիվ 1 ՆՈՒՀ ՀՈԱԿ Շահումյան փողոց, շենք 20/1",Սյունիք,Կապան,cec-register,2026-06-02T18:52:36.841Z
35/3,39.20527228847912,46.40908095405866,"«Կապանի թիվ 7 հիմնական դպրոց ՊՈԱԿ Շահումյան փողոց, շենք 12/5",Սյունիք,Կապան,cec-register,2026-06-02T18:52:36.841Z
35/4,39.20905488752549,46.40937672912266,"Հասարակական տարածք                             Դավիթ-Բեկ թաղամաս, շենք 8/104",Սյունիք,Կապան,cec-register,2026-06-02T18:52:36.841Z
35/5,39.20548012888075,46.412538806099796,"«Կապանի թիվ 3 հատուկ կրթահամալիր ՊՈԱԿ Սպանդարյան փողոց, շենք 4",Սյունիք,Կապան,cec-register,2026-06-02T17:08:34.173Z
35/6,39.2127541554703,46.40360851285407,"«Կապանի թիվ 1 հիմնական դպրոց ՊՈԱԿ Լեռնագործների փողոց, շենք 16",Սյունիք,Կապան,cec-register,2026-06-02T18:23:54.672Z
35/9,39.20454484223018,46.40309520398994,"«Սոնատեքս ՓԲԸ                                                           Մ. Ստեփանյան փողոց, շենք 3/5",Սյունիք,Կապան,cec-register,2026-06-02T18:09:24.207Z
35/10,39.20247053984285,46.399313049367606,"«Կապանի թիվ 7 ՆՈՒՀ ՀՈԱԿ                           Գ.Նժդեհի  փողոց, շենք 26",Սյունիք,Կապան,cec-register,2026-06-02T18:23:54.673Z
35/13,39.208097,46.402332,"«Կապանի բռնցքամարտի մասնագիտացված դպրոց ՀՈԱԿ Ա. Մանուկյան 1-ին նրբ., շենք 1/2",Սյունիք,Կապան,cec-register,2026-06-02T18:52:36.841Z
35/17,39.216045924426346,46.37017266420704,"«Կապանի թիվ 13 ՆՈՒՀ ՀՈԱԿ-ի շենքի բարեգործական ճաշարան Ձորք թաղամաս, շենք 20",Սյունիք,Կապան,cec-register,2026-06-02T17:52:50.150Z
35/18,39.218872067570985,46.359419351705,"«Կապանի թիվ 12 ՆՈՒՀ ՀՈԱԿ Հալիձոր թաղամաս, շենք 8",Սյունիք,Կապան,cec-register,2026-06-02T18:58:59.396Z
35/19,39.21715977089548,46.365577009916606,"«Կապանի թիվ 5 հիմնական դպրոց ՊՈԱԿ Բաղաբերդ թաղամաս, շենք 27",Սյունիք,Կապան,cec-register,2026-06-02T18:52:36.840Z
35/20,39.21563861794705,46.37179554666425,"«Կապանի թիվ 5 ՆՈՒՀ ՀՈԱԿ Բաղաբերդ թաղամաս, շենք 17/57",Սյունիք,Կապան,cec-register,2026-06-02T17:25:32.312Z
35/21,39.208097,46.402332,"«Կապանի թիվ 2 ՆՈՒՀ ՀՈԱԿ Բաղաբերդ թաղամաս, շենք 11",Սյունիք,Կապան,cec-register,2026-06-02T18:23:54.667Z
35/24,39.306467,46.338851,"Հանդիսությունների սրահ 1-ին փողոց, շենք 16",Սյունիք,Կապան,cec-register,2026-06-02T18:52:36.840Z
35/27,39.17401,46.419782,"Ակումբի շենք Կենտրոնական փողոց, շենք 20ա",Սյունիք,Կապան,cec-register,2026-06-02T18:23:54.667Z
35/28,39.322893,46.490063,"Կենցաղի շենք 1-ին փողոց, շենք 55",Սյունիք,Կապան,cec-register,2026-06-02T18:52:36.841Z
35/32,39.27067006519746,46.44340922635687,"Ակումբի շենք 2-րդ նրբանցք, շենք 2",Սյունիք,Կապան,cec-register,2026-06-02T18:52:36.841Z
35/35,39.243329,46.503217,"Վարչական կենտրոնի շենք 1-ին թաղամաս, շենք 5",Սյունիք,Կապան,cec-register,2026-06-02T18:23:54.674Z
35/37,39.203701,46.473251,"Մանկապարտեզի շենք Վերին թաղ, շենք 20",Սյունիք,Կապան,cec-register,2026-06-02T18:52:36.841Z
35/39,39.052717,46.456225,"Հանդիսությունների սրահ Ներքին Շիշկերտ, 3-րդ փողոց, շենք 50",Սյունիք,Կապան,cec-register,2026-06-02T18:52:36.840Z
35/42,39.286374,46.39212,"Վարչական կենտրոնի շենք 2-րդ փողոց, շենք 65",Սյունիք,Կապան,cec-register,2026-06-01T16:45:37.186Z
35/48,39.313075,46.37328,"Ակումբի շենք 4-րդ փողոց, շենք 10",Սյունիք,Կապան,cec-register,2026-06-02T17:52:50.151Z
35/54,39.222604,46.159409,"«Գեղիի միջնակարգ դպրոց ՊՈԱԿ  1-ին փողոց, շենք 9",Սյունիք,Քաջարան,cec-register,2026-06-02T18:52:36.840Z
35/55,39.145717,46.151447,"«Քաջարանի մշակույթի պալատ ՀՈԱԿ Լեռնագործների փողոց, թիվ 2 շենք",Սյունիք,Քաջարան,cec-register,2026-06-02T18:52:36.840Z
35/56,39.145717,46.151447,«Քաջարանի թիվ 2 դպրոց ՊՈԱԿ Աբովյան փողոց թիվ 12 շենք,Սյունիք,Քաջարան,cec-register,2026-06-02T17:52:50.150Z
35/57,39.145717,46.151447,«Քաջարանի թիվ 1 դպրոց ՊՈԱԿ Խանջյան փողոց թիվ 7 շենք,Սյունիք,Քաջարան,cec-register,2026-06-02T18:52:36.840Z
35/61,38.899969,46.242289,Հ. Իգիթյանի անվան գեղագիտության ազգային կենտրոնի Մեղրիի մ/ճ Ք. Մեղրի Փարամազի փողոց 1 շենք,Սյունիք,Մեղրի,cec-register,2026-06-02T18:23:54.668Z
35/62,38.899969,46.242289,Մշակույթի տուն Ք. Մեղրի Ադելյան փողոց 3 շենք,Սյունիք,Մեղրի,cec-register,2026-06-02T18:23:54.672Z
35/63,38.862877,46.198401,Մշակույթի տուն Ք. Ագարակ Գ.Նժդեհի փողոց 4 շենք,Սյունիք,Մեղրի,cec-register,2026-06-02T18:23:54.667Z
35/65,38.862877,46.198401,«Արևիք արվեստի դպրոցի շենք Ք. Ագարակ Գ.Նժդեհի փողոց 6 շենք,Սյունիք,Մեղրի,cec-register,2026-06-02T18:23:54.673Z
35/71,38.939117,46.216716,"Ակումբի շենք Գ. Լեհվազ 3-րդ փողոց, 20 շենք",Սյունիք,Մեղրի,cec-register,2026-06-02T17:17:00.095Z
36/2,39.76201533208784,45.33017100018355,"Մանկապատանեկան ստեղծագործական կենտրոն, ք.Եղեգնաձոր, Շահումյան փ., շ.14",Վայոց ձոր,Եղեգնաձոր,cec-register,2026-06-02T18:23:54.674Z
36/3,39.76176736159096,45.33663951343581,"Թիվ 1 հիմնական դպրոց, ք. Եղեգնաձոր, Վ.Գևորգյան փ., շ. 4",Վայոց ձոր,Եղեգնաձոր,cec-register,2026-06-02T18:52:36.840Z
36/4,39.76092805783498,45.328036172677805,"Ռելեի գործարանի հասարակական տարածք, ք. Եղեգնաձոր, Շահումյան փողոց, 20 շենք",Վայոց ձոր,Եղեգնաձոր,cec-register,2026-06-02T18:09:24.206Z
36/6,39.778589,45.34572,"Գլաձորի մշակույթի տուն, գ.Գլաձոր ,11-րդ փողոց, շ.9",Վայոց ձոր,Եղեգնաձոր,cec-register,2026-06-02T17:52:50.151Z
36/7,39.73375635189633,45.3824636523262,"Թիվ 1 միջնակարգ դպրոց, գ.Մալիշկա, փ.8., շ. 76",Վայոց ձոր,Եղեգնաձոր,cec-register,2026-06-02T17:12:29.959Z
36/8,39.744833431894435,45.389382344108775,"Մալիշկայի Մ.Վ.Լոմոնոսովի անվան միջնակարգ դպրոց, գ. Մալիշկա, փ. 37, շ.19",Վայոց ձոր,Եղեգնաձոր,cec-register,2026-06-02T18:52:36.841Z
36/10,39.73740032476656,45.35037067981502,"Միջնակարգ դպրոց, գ.Ագարակաձոր, փ.1, շ.17",Վայոց ձոր,Արենի,cec-register,2026-06-02T17:00:40.276Z
36/12,39.72063645463018,45.182535491736786,"Մշակույթի տուն, գ.Արենի, փ. 3, շ. 16",Վայոց ձոր,Արենի,cec-register,2026-06-02T17:52:50.151Z
36/25,39.89227624376296,45.335729846918305,"Մշակույթի տուն, գ.Հորբատեղ, Կենտրոնական փ., շ.16",Վայոց ձոր,Եղեգիս,cec-register,2026-06-02T17:00:40.276Z
36/27,39.83443777377807,45.300840282075455,"Միջնակարգ դպրոց, գ.Շատին, փ.2, շ.17",Վայոց ձոր,Եղեգիս,cec-register,2026-06-02T18:52:36.841Z
36/30,39.88943212657433,45.267739266350326,"Մարզամշակութային կենտրոն, գ.Քարագլուխ, փ.6.շ.2",Վայոց ձոր,Եղեգիս,cec-register,2026-06-02T17:17:00.095Z
36/32,39.68918805225605,45.46956039245624,"Մշակույթի տուն,ք, Վայք, Ա.Թովմասյան փող.,շ.1",Վայոց ձոր,Վայք,cec-register,2026-06-02T18:23:54.673Z
36/38,39.6306,45.573911,"Մշակույթի տուն, գ.Գոմք, փ.1, շ.18",Վայոց ձոր,Վայք,cec-register,2026-06-02T17:00:40.276Z
36/43,39.77270525293812,45.537860064814616,"Միջնակարգ դպրոց , գ.Հերհեր, փող.20, շ.4",Վայոց ձոր,Վայք,cec-register,2026-06-02T17:17:00.095Z
36/50,39.81635153737737,45.67032997993937,"<<Զատիկ>>մանկապարտեզ, ք.Ջերմուկ, Ձախափնյակ փող. 2, շ. 3",Վայոց ձոր,Ջերմուկ,cec-register,2026-06-02T16:55:50.558Z
36/51,39.8144313977028,45.67002831204163,"Ջերմուկի կրթահամալիր, ք.Ջերմուկ, Մ. Ստեփանյան փողոց, շ.16",Վայոց ձոր,Ջերմուկ,cec-register,2026-06-02T18:52:36.841Z
37/9,41.20009810817831,44.99979555790243,"Միջնակարգ դպրոց, փողոց 25, շենք 4",Տավուշ,Նոյեմբերյան,cec-register,2026-06-02T17:52:50.151Z
37/12,41.18605040900349,44.90357932310838,"Մշակույթի կենտրոն, Պահածոյագործների թիվ 5",Տավուշ,Նոյեմբերյան,cec-register,2026-06-02T17:52:50.150Z
37/17,41.24180361544047,44.8199224618765,"Մշակույթի տուն, փողոց 1, շենք 15",Տավուշ,Նոյեմբերյան,cec-register,2026-06-02T18:52:36.841Z
37/18,41.24250547355064,44.823707608443044,"Թիվ 2 դպրոցի մարզադահլիճ, փողոց 15, շենք 19",Տավուշ,Նոյեմբերյան,cec-register,2026-06-02T17:17:00.095Z
37/19,41.279873,44.816081,"Միջնակարգ դպրոց, փողոց 10, շենք 1",Տավուշ,Նոյեմբերյան,cec-register,2026-06-01T16:45:37.186Z
37/22,41.112897203904616,45.06381401428811,"Մշակույթի կենտրոն, փողոց 1, շենք 11",Տավուշ,Նոյեմբերյան,cec-register,2026-06-02T18:23:54.674Z
37/31,41.016433449738585,45.14770325880784,"Մշակույթի տուն, փողոց 16, թիվ 5",Տավուշ,Իջեվան,cec-register,2026-06-02T17:52:50.151Z
37/32,40.989863,45.155052,"Միջնակարգ դպրոց, փողոց 6, թիվ 4",Տավուշ,Իջեվան,cec-register,2026-06-02T17:52:50.151Z
37/33,40.98778663195829,45.15213147530189,"Մշակույթի տուն, Հրապարակի 6",Տավուշ,Իջեվան,cec-register,2026-06-02T17:05:56.429Z
37/34,40.97265660796553,45.204073151074944,"Հիմնական դպրոց, փողոց 4, շենք 1",Տավուշ,Իջեվան,cec-register,2026-06-02T17:28:22.650Z
38/3,40.742355,44.871653,« Թիվ 1 մանկապարտեզ» ՀՈԱԿ Գետափնյա 70/4,Տավուշ,Դիլիջան,cec-register,2026-06-02T18:58:59.396Z
38/4,40.742355,44.871653,Կալինինի 57 «Արվեստի պետական քոլեջ» ՊՈԱԿ,Տավուշ,Դիլիջան,cec-register,2026-06-02T18:23:54.674Z
38/6,40.742355,44.871653,Մյասնիկյան 53 «Մշակույթի պալատ» ՀՈԱԿ,Տավուշ,Դիլիջան,cec-register,2026-06-02T18:23:54.668Z
38/7,40.742355,44.871653,Թիվ 4 մանկապարտեզ ՀՈԱԿ Օրջոնիկիձե 63/1,Տավուշ,Դիլիջան,cec-register,2026-06-02T17:52:50.151Z
38/9,40.742355,44.871653,Շահումյան 6 «Թիվ 4 հիմնական դպրոց» ՊՈԱԿ,Տավուշ,Դիլիջան,cec-register,2026-06-02T17:05:56.429Z
38/10,40.742355,44.871653,Շահումյան 34 «Թիվ 2 մանկապարտեզ» ՀՈԱԿ,Տավուշ,Դիլիջան,cec-register,2026-06-02T18:23:54.674Z
38/12,40.776506,44.969916,1-ին փող․ 54 « Հաղարծնի կուլտուրայի տուն»,Տավուշ,Դիլիջան,cec-register,2026-06-02T18:09:24.207Z
38/13,40.776506,44.969916,միջնակարգ դպրոց ՊՈԱԿ 1-ին փողոց թիվ 18,Տավուշ,Դիլիջան,cec-register,2026-06-02T17:25:32.312Z
38/14,40.730123,45.002137,Մ․ Գոշի փող. 73/1 «Ակումբ »,Տավուշ,Դիլիջան,cec-register,2026-06-02T17:52:50.151Z
38/15,40.730123,45.002137,Մ․ Գոշի փող․ 60 «Գոշի հիմնական դպրոց» ՊՈԱԿ,Տավուշ,Դիլիջան,cec-register,2026-06-02T18:09:24.206Z
38/21,40.878669,45.142945,"Իջևանի ավագ դպրոց, Թատերական փող․ թիվ 3",Տավուշ,Իջեվան,cec-register,2026-06-02T17:25:32.312Z
38/22,40.878669,45.142945,"Թիվ 5 հիմնական դպրոց, Երիտասարդական փողոց թիվ 3",Տավուշ,Իջեվան,cec-register,2026-06-02T18:09:24.206Z
38/25,40.878669,45.142945,"Ավտոդպրոց, Մայիսի 28-ի  փողոց թիվ 2",Տավուշ,Իջեվան,cec-register,2026-06-02T18:09:24.206Z
38/27,40.878669,45.142945,"Թիվ 4 հիմնական դպրոց, Ղարագյոզյան թիվ 50",Տավուշ,Իջեվան,cec-register,2026-06-02T18:52:36.841Z
38/39,40.880677,45.39364,"Բերդի  Երաժշտական դպրոց, Սայաթ-Նովա 1/1",Տավուշ,Բերդ,cec-register,2026-06-02T16:39:55.605Z
38/46,40.871447,45.336284,Նավուրի Մանկապարտեզ 2փ.4նրբ.8,Տավուշ,Բերդ,cec-register,2026-06-02T18:09:24.206Z
38/52,40.983326,45.362226,"Պառավաքարի Մշակույթի տուն 12փ,1շ.",Տավուշ,Բերդ,cec-register,2026-06-02T17:25:32.312Z
