precinct,lat,lng,station,marz,community,source,saved_at
10/2,40.158023,44.510416,"«Երևանի Բ. Ժամկոչյանի անվան հ.119 ավագ դպրոց» ՊՈԱԿ, Տ. Մեծի պող. հ.64",Երևան,Էրեբունի,cec-register,2026-06-02T17:52:50.151Z
10/6,40.158099,44.528071,"«Երևանի Հ. Սահյանի անվան հ.70 հիմնական դպրոց» ՊՈԱԿ, Սարի Թաղի 3-րդ փող. հ.44",Երևան,Էրեբունի,cec-register,2026-06-02T18:23:54.673Z
10/7,40.161875,44.524678,Հ.66 մանկապարտեզ Սարի Թաղի 7-րդ փող. հ. 15,Երևան,Էրեբունի,cec-register,2026-06-02T16:49:13.285Z
10/8,40.160261,44.535491,"«Երևանի հ.167 հիմնական դպրոց» ՊՈԱԿ, Սարի Թաղի 28-րդ փող. հ.1",Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.841Z
10/10,40.15742,44.518843,"«Երևանի հ. 120 հիմնական դպրոց» ՊՈԱԿ, Մ. Խորենացու փող. հ.207",Երևան,Էրեբունի,cec-register,2026-06-02T18:23:54.673Z
10/11,40.157957,44.516355,«Վարդանանք» կրթահամալիր Միչուրինի փող. 36շ.,Երևան,Էրեբունի,cec-register,2026-06-02T18:09:24.206Z
10/12,40.153954,44.522455,"«Երևանի Վ. Համբարձումյանի անվան հ.17 հիմնական դպրոց» ՊՈԱԿ, Ս. Դավթի փող. հ.78",Երևան,Էրեբունի,cec-register,2026-06-02T18:09:24.206Z
10/15,40.145983,44.52346,"«Երևանի Ա. Հովհաննիսյանի անվան հ.194 հիմնական դպրոց» ՊՈԱԿ, Նոր Արեշի 7-րդ փող. հ.1",Երևան,Էրեբունի,cec-register,2026-06-02T18:09:24.207Z
10/16,40.145983,44.52346,"«Երևանի Ա. Հովհաննիսյանի անվան հ.194 հիմնական դպրոց» ՊՈԱԿ, Նոր Արեշի 7-րդ փող. հ.1",Երևան,Էրեբունի,cec-register,2026-06-02T18:23:54.673Z
10/17,40.145288,44.52975,"«Երևանի Ա. Իսահակյանի անվան հ.16 ավագ դպրոց» ՊՈԱԿ, Նոր Արեշի 9-րդ փող. հ.54",Երևան,Էրեբունի,cec-register,2026-06-02T16:46:53.483Z
10/18,40.154608,44.511634,«Երևանի Հ. Կարապենցի անվան հ.6 հիմնական դպրոց» ՊՈԱԿ Սասունցի Դավթի փող. հ.2,Երևան,Էրեբունի,cec-register,2026-06-02T18:23:54.667Z
10/19,40.154608,44.511634,«Երևանի Հ. Կարապենցի անվան հ.6 հիմնական դպրոց» ՊՈԱԿ Սասունցի Դավթի փող. հ.2,Երևան,Էրեբունի,cec-register,2026-06-02T16:49:13.286Z
10/21,40.153389,44.514259,Գյուղատնտեսական քոլեջ Բուռնազյան փող. հ.143,Երևան,Էրեբունի,cec-register,2026-06-02T17:20:38.693Z
10/22,40.142849,44.519101,Հ.3 ՄՊՍԿ Էրեբունու փող. հ.15,Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.840Z
10/23,40.142849,44.519101,Հ.3 ՄՊՍԿ Էրեբունու փող. հ.15,Երևան,Էրեբունի,cec-register,2026-06-02T17:35:49.516Z
10/24,40.14667,44.517052,Էրեբունու շախմատի դպրոց Նոր Արեշի 5-րդ փող. հ.2,Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.840Z
10/25,40.14667,44.517052,"«Երևանի Ա. Հարությունյանի անվան հ.49 հիմնական դպրոց» ՊՈԱԿ, Նոր Արեշի 5-րդ փող. հ.2",Երևան,Էրեբունի,cec-register,2026-06-02T18:58:59.395Z
10/26,40.150819,44.520387,"Տ.Չուխաջյանի անվան երաժշ. Դպրոց, Ռոստովյան փող. հ.23",Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.841Z
10/28,40.141648,44.541214,"«Երևանի հ.64 հիմնական դպրոց» ՊՈԱԿ, Վարդաշենի 3-րդ փող. հ.3",Երևան,Էրեբունի,cec-register,2026-06-02T18:58:59.395Z
10/29,40.141648,44.541214,"«Երևանի հ.64 հիմնական դպրոց» ՊՈԱԿ, Վարդաշենի 3-րդ փող. հ.3",Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.840Z
10/32,40.139378,44.563067,«Երևանի հ.107 միջնակարգ դպրոց» ՊՈԱԿ Ջրաշեն թաղ. 1-ին փող. հ.41,Երևան,Էրեբունի,cec-register,2026-06-02T18:09:24.205Z
10/33,40.136921,44.533813,Հ.68 մանկապարտեզ Նոր Արեշի 37փ. հ.35,Երևան,Էրեբունի,cec-register,2026-06-02T18:09:24.207Z
10/34,40.14015,44.534409,«Երևանի Պ. Սևակի անվան հ.123 հիմնական դպրոց» ՊՈԱԿ Նոր Արեշի 35-րդ փող. հ.2,Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.840Z
10/35,40.14015,44.534409,«Երևանի Պ. Սևակի անվան հ.123 հիմնական դպրոց» ՊՈԱԿ Նոր Արեշի 35-րդ փող. հ.2,Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.841Z
10/36,40.1410887584084,44.5203951195973,"«Երևանի Ն․ Գոգոլի անվան հ.35 հիմնական դպրոց» ՊՈԱԿ, Էրեբունու փող․ հ․ 16",Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.841Z
10/37,40.14106415312903,44.52034807747534,"«Երևանի Ն․ Գոգոլի անվան հ.35 հիմնական դպրոց» ՊՈԱԿ, Էրեբունու փող․ հ․ 16",Երևան,Էրեբունի,cec-register,2026-06-02T17:35:49.516Z
10/38,40.141958,44.516884,Հայաստանի ազգային ագրարային համալսարանի 6-րդ մասնաշենք Էրեբունու փող. հ.10,Երևան,Էրեբունի,cec-register,2026-06-02T18:23:54.673Z
10/41,40.140949,44.520595,«Երևանի Ն. Գոգոլի անվան հ.35 հիմնական դպրոց» ՊՈԱԿ Էրեբունու փող. հ.16,Երևան,Էրեբունի,cec-register,2026-06-02T17:35:49.516Z
10/42,40.15077573,44.50216058,Հասմիկ Հովակիմյան Ա/Ձ տարածք Գարեգին Նժդեհի փող. հ.58,Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.840Z
10/44,40.130893,44.527692,Երևանի Միքայել Մալունցյանի անվան արվեստի դպրոց Ավանեսովի փող. հ.10,Երևան,Էրեբունի,cec-register,2026-06-02T17:28:22.650Z
10/46,40.130553,44.527617,"«Երևանի հ.160 հիմնական դպրոց» ՊՈԱԿ, Ավանեսովի փող. հ.10",Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.840Z
10/47,40.12754768,44.52529249,Հ.72 մանկապարտեզ Խաղաղ Դոնի փող. հ.21,Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.841Z
10/48,40.127636,44.52995,Հ.73 մանկապարտեզ Խաղաղ Դոնի փող. հ.5,Երևան,Էրեբունի,cec-register,2026-06-02T16:39:55.605Z
10/49,40.127515,44.523763,"«Երևանի հ.178 հիմնական դպրոց» ՊՈԱԿ, Խաղաղ Դոնի փող. հ.25",Երևան,Էրեբունի,cec-register,2026-06-02T18:52:36.841Z
10/52,40.088721,44.54677,«Երևանի Ղ. Ալիշանի անվան հ.95 միջնակարգ դպրոց» ՊՈԱԿ Նոր Զմյուռնիայի փողոց /Նուբարաշենի 13-րդ փողոց/ հ.1,Երևան,Նուբարաշեն,cec-register,2026-06-02T18:23:54.673Z
10/53,40.088721,44.54677,«Երևանի Ղ. Ալիշանի անվան հ.95 միջնակարգ դպրոց» ՊՈԱԿ Նոր Զմյուռնիայի փողոց /Նուբարաշենի 13-րդ փողոց/ հ.1,Երևան,Նուբարաշեն,cec-register,2026-06-02T17:14:03.583Z
10/54,40.085223,44.546684,"«Երևանի հ.175 միջնակարգ դպրոց» ՊՈԱԿ , Նուբարաշեն 11 փողոց, հ.2",Երևան,Նուբարաշեն,cec-register,2026-06-02T17:03:11.145Z
10/55,40.085223,44.546684,"«Երևանի հ.175 միջնակարգ դպրոց» ՊՈԱԿ , Նուբարաշեն 11 փողոց, հ.2",Երևան,Նուբարաշեն,cec-register,2026-06-02T18:23:54.668Z
11/11,40.096135,44.464039,"Թիվ 1 միջնակարգ դպրոցի միջանցք, 11-րդ փողոց, թիվ 43/1",Արարատ,Մասիս,cec-register,2026-06-02T18:09:24.206Z
11/12,40.096135,44.464039,"Թիվ 1 միջնակարգ դպրոցի սպորտդահլիճ,  11-րդ փողոց, թիվ 43/1",Արարատ,Մասիս,cec-register,2026-06-02T17:52:50.151Z
11/15,40.066406,44.447167,"Միջնակարգ դպրոց, 4-րդ փողոց, շենք 48",Արարատ,Մասիս,cec-register,2026-06-02T17:00:40.276Z
11/16,40.155495,44.438528,"Միջնակարգ դպրոցի շենք,  Կենտրոնական փողոց, թիվ 28",Արարատ,Մասիս,cec-register,2026-06-02T18:09:24.207Z
11/18,40.13809652,44.42915059,"Հանդիսությունների սրահ, 3-րդ փողոց, թիվ 17/1",Արարատ,Մասիս,cec-register,2026-06-02T17:17:00.095Z
11/19,40.141442,44.425524,"Մանուշակ մսուր-մանկապարտեզ ՀՈԱԿ, 1-ին փողոց, թիվ 30",Արարատ,Մասիս,cec-register,2026-06-02T18:52:36.841Z
11/20,40.141442,44.425524,"Միջնակարգ դպրոց,  21-րդ փողոց, թիվ 1",Արարատ,Մասիս,cec-register,2026-06-02T18:52:36.840Z
11/22,40.10605127,44.41010763,"Դ․ Լադոյանի անվան դպրոց, Կենտրոնական փողոց 133",Արարատ,Մասիս,cec-register,2026-06-02T18:52:36.841Z
11/23,40.108718,44.38159,"Ժ․ Եսայանի անվան միջնակարգ դպրոց, Անդրանիկի փողոց1-ին նրբ․, թիվ 1",Արարատ,Մասիս,cec-register,2026-06-02T18:09:24.205Z
11/24,40.086812,44.391579,"Միջնակարգ դպրոց, Բաղրամյան 59/2",Արարատ,Մասիս,cec-register,2026-06-02T18:52:36.841Z
11/25,40.127769,44.403166,"Միջնակարգ դպրոց, 5-րդ փողոց, թիվ 15",Արարատ,Մասիս,cec-register,2026-06-02T17:52:50.151Z
11/28,40.10129929,44.33743019,"Շուշան մսուր-մանկապարտեզ ՀՈԱԿ, Շահումյան փողոց, թիվ 1",Արարատ,Մասիս,cec-register,2026-06-02T18:09:24.207Z
11/29,40.123855,44.416373,"Միջնակարգ դպրոց, Արամի փողոց, թիվ 39",Արարատ,Մասիս,cec-register,2026-06-02T18:09:24.207Z
11/31,40.051286,44.471626,"Միջնակարգ դպրոց, Երևան-Արտաշատ խճուղի, թիվ 71",Արարատ,Մասիս,cec-register,2026-06-02T18:23:54.674Z
11/32,40.107847,44.429891,"Միջնակարգ դպրոց, Դպրոցականների փողոց, թիվ 18",Արարատ,Մասիս,cec-register,2026-06-02T17:52:50.151Z
11/33,40.024804,44.427166,"Միջնակարգ դպրոց, 17-րդ փողոց, թիվ 39",Արարատ,Մասիս,cec-register,2026-06-02T17:35:49.516Z
11/34,40.09003092,44.47962981,"Մշակույթի տուն, 1-ին միջանցք, Բաղրամյան փողոց, թիվ 6",Արարատ,Մասիս,cec-register,2026-06-02T17:52:50.151Z
11/35,40.0897026,44.47246295,"Թիվ 1 միջնակարգ դպրոցի սպորտդահլիճ  5-րդ, Շահումյան փողոց, թիվ 1",Արարատ,Մասիս,cec-register,2026-06-02T17:52:50.151Z
11/37,40.087667,44.479029,"Թիվ 2 միջնակարգ դպրոցի տարրական մասնաշենք, միջանցք 1-ին, Բաղրամյան փողոց թիվ 14",Արարատ,Մասիս,cec-register,2026-06-02T18:23:54.674Z
11/38,40.0742897,44.49817014,"Դպրոցի դահլիճ, 1-ին փողոց, թիվ 11",Արարատ,Մասիս,cec-register,2026-06-02T18:09:24.206Z
11/42,40.073301,44.397769,"Միջնակարգ դպրոց, Րաֆֆու փողոց, թիվ 5",Արարատ,Մասիս,cec-register,2026-06-02T16:39:55.605Z
12/4,39.95926062722457,44.54173373073197,"Հայկ Կտրակյանի անվ.թիվ 3-րդ  դպրոց, Օգոստոսի 23/25",Արարատ,Արտաշատ,cec-register,2026-06-02T18:52:36.841Z
12/6,39.95829433955663,44.5513303606461,"Արարատ Գոլեցյանի անվ.թիվ 1 դպրոց,Մարքսի 13",Արարատ,Արտաշատ,cec-register,2026-06-02T16:39:55.605Z
12/7,39.95347092076828,44.54389165253885,"Արտաշատ քաղաքի թիվ 4-րդ դպրոց,  Մարքսի 20",Արարատ,Արտաշատ,cec-register,2026-06-02T18:23:54.667Z
12/8,39.954182324465435,44.548974909533825,"<<Արտադպրոցական աշխատանքների կենտրոն>> ՀՈԱԿ,Օգոստոսի 23/109",Արարատ,Արտաշատ,cec-register,2026-06-02T17:25:32.312Z
12/9,39.954568864412146,44.55499385373843,"Նախկին  Նոյ մանկապարտեզի շենք, Իսակովի 47",Արարատ,Արտաշատ,cec-register,2026-06-02T18:23:54.673Z
12/10,39.94856902479194,44.55113708257004,"<<Հայկազ Ճգնավորյանի անվ.թիվ 5-րդ դպրոց>> ՊՈԱԿ, 1-ին մասնաշենք Աճառյան փ․ 115",Արարատ,Արտաշատ,cec-register,2026-06-02T17:52:50.151Z
12/12,39.955198015185545,44.54867978977055,"<<Արտաշատ քաղաքի Շ․ Ազնավուրի անվան մշակույթի կենտրոն>> ՀՈԱԿ, Օգոստոսի 23/64",Արարատ,Արտաշատ,cec-register,2026-06-02T17:35:49.516Z
12/13,40.05017,44.55159,"Աբովյանի մշակույթի տուն, Ն. Զարյան 12/2",Արարատ,Արտաշատ,cec-register,2026-06-02T17:17:00.095Z
12/16,39.956328827188784,44.60222764360061,"Այգեզարդի մշակույթի տուն, Իսահակյան 10",Արարատ,Արտաշատ,cec-register,2026-06-02T18:23:54.667Z
12/17,39.95649330737706,44.60191659783574,"Այգեզարդի մշակույթի տուն, Իսահակյան 10",Արարատ,Արտաշատ,cec-register,2026-06-02T18:23:54.668Z
12/22,40.043202,44.543191,"Արևշատի մշակույթի տուն, Հ. Բաղրամյան 62",Արարատ,Արտաշատ,cec-register,2026-06-02T17:14:03.583Z
12/24,40.088245,44.582278,"Բարձրաշեն գյուղի մանկապարտեզ . ՀՈԱԿ , Ա․Մյասնիկյան 5",Արարատ,Արտաշատ,cec-register,2026-06-02T17:52:50.151Z
12/27,40.018297,44.518962,"Բյուրավանի մանկապարտեզ, Հ.Շիրազի 8",Արարատ,Արտաշատ,cec-register,2026-06-02T18:52:36.841Z
12/28,39.98888,44.498202,"Բուրաստանի մշակույթի տուն, Արտաշատյան խճ.2/2",Արարատ,Արտաշատ,cec-register,2026-06-02T18:52:36.841Z
12/29,40.038959,44.565474,"Գետազատի միջն.դպրոց, Բաղրամյան 1/1",Արարատ,Արտաշատ,cec-register,2026-06-02T16:46:53.482Z
12/32,40.02609,44.549721,"Դեղձուտի միջնակարգ դպրոց, Հ․ Շիրազի 43",Արարատ,Արտաշատ,cec-register,2026-06-02T18:52:36.841Z
12/36,40.018298,44.583103,"Դվինի մշակույթի տուն, Լ․ Ազգալդյան 15",Արարատ,Արտաշատ,cec-register,2026-06-02T16:46:53.483Z
12/38,40.013696,44.549721,"Գ. Եփրեմյանի անվան միջն. դպրոց, Այվազովսկու 1/1",Արարատ,Արտաշատ,cec-register,2026-06-02T18:52:36.841Z
12/43,40.02197841249981,44.48510122823191,"Մխչյանի մշակույթի տուն , Արտաշատյան խճ.12",Արարատ,Արտաշատ,cec-register,2026-06-02T18:52:36.840Z
12/44,40.025744,44.557999,"Մրգանուշի մշակույթի տուն, Ավ. Իսահակյանի 1/2",Արարատ,Արտաշատ,cec-register,2026-06-02T18:52:36.840Z
12/45,39.973264,44.535474,"Մրգավանի միջն. դպրոց,Ավ. Իսահակյան 45/1",Արարատ,Արտաշատ,cec-register,2026-06-02T18:09:24.207Z
12/48,40.024459635387906,44.52662781197003,"Նշավանի միջն. դպրոց,Շիրազի 58",Արարատ,Արտաշատ,cec-register,2026-06-02T18:52:36.841Z
12/51,39.939635,44.571545,"Ա. Համբարձումյանի անվ. միջն.դպրոց ՊՈԱԿ, 1-ին մասնաշենք,Ա.Համբարձումյան փ․ 5",Արարատ,Արտաշատ,cec-register,2026-06-02T18:23:54.674Z
12/55,40.05486,44.514334,"<<Ս․ Քոլոզյանի անվան միջնակարգ դպրոց>> ՊՈԱԿ, Ս․ Քոլոզյան 4",Արարատ,Արտաշատ,cec-register,2026-06-02T18:09:24.206Z
12/58,39.994059,44.588225,"Վ.Արտաշատի մշակույթի տուն, Թամանյան 2",Արարատ,Արտաշատ,cec-register,2026-06-02T18:52:36.841Z
13/3,39.851912,44.69802,"Շահումյան 36, մշակույթի տուն",Արարատ,Արարատ,cec-register,2026-06-02T18:52:36.841Z
13/4,39.851912,44.69802,"Շահումյան 28, թիվ 3 մանկապարտեզ",Արարատ,Արարատ,cec-register,2026-06-02T17:05:56.429Z
13/5,39.851912,44.69802,"Շահումյան 16, թիվ 2 հիմնական դպրոց",Արարատ,Արարատ,cec-register,2026-06-02T18:52:36.841Z
13/6,39.851912,44.69802,"ՈԿՖ 24 շենք, թիվ 5 միջնակարգ դպրոցի առաջին մասնաշենք",Արարատ,Արարատ,cec-register,2026-06-02T18:09:24.207Z
13/7,39.851912,44.69802,"ՈԿՖ 22 շենք, թիվ 1 մանկապարտեզ",Արարատ,Արարատ,cec-register,2026-06-02T18:09:24.207Z
13/9,39.912909,44.724522,Վեդի քաղաքի թիվ 1 հիմնական դպրոց Կոմիտասի փողոց 1,Արարատ,Վեդի,cec-register,2026-06-02T17:28:22.650Z
13/10,39.912909,44.724522,Վեդի քաղաքային գրադարան ՀՈԱԿ Պուշկինի փողոց 1,Արարատ,Վեդի,cec-register,2026-06-02T18:09:24.206Z
13/12,39.912909,44.724522,Վեդի քաղաքային գեղարվեստի դպրոց Թումանյան  փողոց 5,Արարատ,Վեդի,cec-register,2026-06-02T17:52:50.151Z
13/13,39.912909,44.724522,Վեդի քաղաքի երաժշտական  դպրոց Ս․Վարդանյան նրբ․14,Արարատ,Վեդի,cec-register,2026-06-02T18:23:54.668Z
13/14,39.899975,44.647719,"Արալեզի մշակույթի տուն, Ե․Չարենցի փող․8",Արարատ,Վեդի,cec-register,2026-06-02T17:08:34.174Z
13/15,39.873368,44.588892,"Լուսառատի մշակույթի տուն, Գ․Չաուշի փող․ 45",Արարատ,Վեդի,cec-register,2026-06-02T17:52:50.150Z
13/16,39.926136,44.637043,Նոր Ուղու հանդիսությունների սրահ Գ․Չաուշի փող․9,Արարատ,Վեդի,cec-register,2026-06-02T17:14:03.583Z
13/19,39.89567,44.681439,"Վանաշենի մշակույթի տուն, Ազատության փող․13",Արարատ,Վեդի,cec-register,2026-06-02T18:09:24.207Z
13/22,39.925671,44.591725,"Տափերականի մշակույթի տուն, Շահումյան փող․4",Արարատ,Վեդի,cec-register,2026-06-02T18:52:36.840Z
13/24,39.90302,44.60151,"Փոքր Վեդու  միջն դպրոց,  Մ․Հովհաննիսյան փող․26",Արարատ,Վեդի,cec-register,2026-06-02T17:52:50.151Z
13/26,39.879559,44.645026,"Ոսկետափի միջն․դպրոց, Երևանյան խճ․48",Արարատ,Վեդի,cec-register,2026-06-02T17:35:49.516Z
13/30,39.853866,44.676676,Մ․Մաշտոցի  փ․ 13  Ավշարի միջնակարգ դպրոց,Արարատ,Արարատ,cec-register,2026-06-02T18:52:36.841Z
13/31,39.826492,44.715965,Վ․Սարգսյան փ․ 40 Արարատ գյուղի թիվ 1 միջնակարգ դպրոց,Արարատ,Արարատ,cec-register,2026-06-02T17:25:32.312Z
13/32,39.826492,44.715965,Իսակովի փ․ 2  Արարատ գյուղի թիվ 2  միջնակարգ դպրոց,Արարատ,Արարատ,cec-register,2026-06-02T17:52:50.151Z
13/35,39.73955,44.836514,Մ․Մաշտոցի փ․ 10/1  Երասխ գյուղի  միջնակարգ դպրոց,Արարատ,Արարատ,cec-register,2026-06-02T18:52:36.840Z
13/36,39.836543,44.625124,Եղեգնավանի միջն․ դպրոց Խանջյան փող․12,Արարատ,Վեդի,cec-register,2026-06-02T17:12:29.959Z
13/38,39.833224,44.667406,Տիգրան Մեծի փ․6   Նոյակերտ  գյուղի մշակույթի  տուն,Արարատ,Արարատ,cec-register,2026-06-02T17:20:38.693Z
13/39,39.909522,44.732509,"Գոռավանի մշակույթի տուն, Գ․Մարզպետունու փող․7",Արարատ,Վեդի,cec-register,2026-06-02T18:52:36.841Z
13/41,39.918245,44.823596,Ուրցաձորի  մշակույթի տուն  Տիգրան Մեծի փող․ 28,Արարատ,Վեդի,cec-register,2026-06-02T18:58:59.396Z
13/43,39.882293,44.888656,"Շաղափի մշակույթի տուն, Արարատյան փող․17",Արարատ,Վեդի,cec-register,2026-06-02T18:52:36.840Z
13/44,39.873072,44.950819,"Լանջանիստի   մշակույթի տուն,  Վերադարձի 12",Արարատ,Վեդի,cec-register,2026-06-02T17:52:50.151Z
13/49,39.81915,45.038795,Դպրոցականների փ․5  Զանգակատուն գյուղի միջնակարգ դպրոց,Արարատ,Արարատ,cec-register,2026-06-02T18:52:36.840Z
14/2,40.16976561922131,44.33098100333334,"Թիվ 10 ավագ դպրոց, Զվարթնոց, Տեր-Գաբրիելյան 20",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T18:23:54.667Z
14/4,40.17007715373488,44.32845462702927,"Մանկավարժահոգեբանական աջակցման կենտրոն, Զվարթնոց, Այգեստան 20",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T18:52:36.840Z
14/5,40.16829810846453,44.32314572448836,"Թիվ 7 «Զվարթնոց» մանկապարտեզ, Արագածի զանգված 20",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T17:05:56.429Z
14/7,40.17131362628022,44.29631590354863,"Թիվ 4 հիմնական դպրոց, Տիգրան Մեծի 29/1",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T18:09:24.207Z
14/10,40.16368221137132,44.289080037231074,"Վ․Համազասպյանի անվան պետական քոլեջ, Սբ․ Մ.Խորենացի 1/2",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T18:09:24.206Z
14/11,40.164809568669796,44.29433142959143,"Ե.Թադևոսյանի անվան գեղարվեստի դպրոց, Սբ. Մաշտոցի 0",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T17:10:17.344Z
14/13,40.16694117373868,44.303151527668135,"Մշակույթի պալատ, Սբ. Մ.Մաշտոց 75",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T18:52:36.841Z
14/14,40.170733011194656,44.29383704493549,"Թիվ 2 «Շուշան» մանկապարտեզ, Վազգեն Առաջին 68/1",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T17:08:34.174Z
14/16,40.16530969936708,44.30485714709643,"Մանկապատանեկան մարզադպրոց, Սբ․Գրիգոր Լուսավորչի 9/1",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T18:58:59.395Z
14/17,40.15718115377577,44.30179811211686,"Թիվ 9 հիմնական դպրոց, Դավիթ Անհաղթի  27/1",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T16:49:13.286Z
14/18,40.163526429617846,44.292797847626446,"Հովհաննես Հովհաննիսյանի տուն-թանգարան, Սբ. Մ.Խորենացի 2/41",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T17:35:49.516Z
14/20,40.1638307215316,44.2878614068023,"Թիվ 3 հիմնական դպրոց, Սբ. Մ.Խորենացի 7",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T17:52:50.151Z
14/21,40.16512112944208,44.300559245467035,"«Մանկապատանեկան մարզադպրոց» ՀՈԱԿ-ի մասնաճյուղ, Վ․Տերյան 971/7",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T17:52:50.151Z
14/29,40.21660270485773,44.23360615341508,Նախկին համայնքապետարանի շենք 19 փողոց 1,Արմավիր,Վաղարշապատ,cec-register,2026-06-02T17:52:50.151Z
14/30,40.22862,44.252822,"Մշակույթ և սպորտի կենտրոն, Ն. Մաթևոսյան պող. 18",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T18:58:59.395Z
14/33,40.23842,44.27354,"Միջնակարգ դպրոց, Հաղթանակի 28",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T18:52:36.840Z
14/36,40.166853,44.21644,"Միջնակարգ դպրոց, 20 փողոց 22 շենք",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T18:52:36.840Z
14/38,40.180291,44.228994,"Մշակույթի տուն, Մ․ Մաշտոցի փողոց 16",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T17:52:50.151Z
14/40,40.183217,44.255279,"Մշակույթի տուն,  Երևանյան փողոց թիվ 13",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T18:09:24.207Z
14/42,40.197003,44.227953,"Միջնակարգ դպրոց , 4-րդ փողոց 7 շենք",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T17:52:50.151Z
14/44,40.07418,44.059982,"Մշակույթի տուն, Մայիսյան փողոց 12/1",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T17:10:17.344Z
14/46,40.213661,44.300351,"Միջնակարգ դպրոց, Ի. Հարությունյան 1 փակուղի 4շ",Արմավիր,Վաղարշապատ,cec-register,2026-06-02T18:23:54.667Z
14/54,40.1624933415755,44.38355563131635,"Մուսալեռի, Կոմիտասի փողոց թիվ 41",Արմավիր,Փարաքար,cec-register,2026-06-02T18:52:36.841Z
14/55,40.181725,44.403047,"<<Մերձավանի միջնակարգ դպրոց>> ՊՈԱԿ, Մասիսի փողոց 4",Արմավիր,Փարաքար,cec-register,2026-06-02T18:23:54.673Z
14/57,40.194054,44.351121,"<<Նորակերտի միջնակարգ դպրոց>> ՊՈԱԿ, Կոմիտասի փողոց 4",Արմավիր,Փարաքար,cec-register,2026-06-02T18:09:24.206Z
14/59,40.167402,44.368965,"Պտղունքի Տիգրան Մեծի անվան միջնակարգ դպրոց, Արարատյան փողոց թիվ 3",Արմավիր,Փարաքար,cec-register,2026-06-02T17:52:50.151Z
14/60,40.167611,44.408875,"<<Փարաքարի մանկապարտեզ>>ՀՈԱԿ, Ի.Գասպարյան փողոց 1",Արմավիր,Փարաքար,cec-register,2026-06-02T17:35:49.516Z
14/61,40.16551876930418,44.40465789416225,"<<Փարաքարի միջնակարգ դպրոց>>ՊՈԱԿ , Երևանյան փողոց 37",Արմավիր,Փարաքար,cec-register,2026-06-02T17:05:56.429Z
14/62,40.167611,44.408875,"<<Փարաքարի մշակույթի և երիտասարդության պալատ>> ՀՈԱԿ, Նաիրի փողոց թիվ 40",Արմավիր,Փարաքար,cec-register,2026-06-02T17:52:50.151Z
14/63,40.16207518242235,44.432252849327554,"Թաիրովի  մանկապարտեզ, Վ.Մամիկոնյան փողոց 8",Արմավիր,Փարաքար,cec-register,2026-06-02T17:28:22.650Z
14/64,40.161230624489875,44.4316535838389,"Թաիրովի մշակույթի տուն, Մայրաքաղաքաըին փողոց 106",Արմավիր,Փարաքար,cec-register,2026-06-02T17:00:40.276Z
15/1,40.1435178023192,44.11975801128149,"Մշակույթի տան շենք, 1-ին թաղ․ 1/25 հասցե",Արմավիր,Մեծամոր,cec-register,2026-06-02T18:23:54.666Z
15/3,40.143839,44.119755,Թիվ 1 մանկապարտեզ,Արմավիր,Մեծամոր,cec-register,2026-06-02T18:23:54.667Z
15/5,40.143839,44.119755,Թիվ 3  մանկապարտեզ,Արմավիր,Մեծամոր,cec-register,2026-06-02T18:23:54.674Z
15/7,40.121329217152024,44.06101680444752,"Երաժշտական դպրոց, 5-րդ փողոց 15 շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T18:58:59.395Z
15/8,40.123006943721414,44.067975094852756,"Մշակույթի տուն, 4 փողոց  6 շենք",Արմավիր,Մեծամոր,cec-register,2026-06-02T17:17:00.095Z
